도엽,zip,w,s,e,n
34710099,토지피복지도/SG05_34710099_20251113.zip,127.44999996701274,34.249999906844884,127.47499998872932,34.274999926910766
34711092,토지피복지도/SG05_34711092_20251113.zip,127.52499996928658,34.24999989661497,127.5499999802681,34.27499994603385
34712001,토지피복지도/SG05_34712001_20251113.zip,127.74999995398058,34.47499988382142,127.77499999873793,34.50000058401169
34712002,토지피복지도/SG05_34712002_20251113.zip,127.77499996637779,34.47499988356906,127.80000004418082,34.5000005645297
34712003,토지피복지도/SG05_34712003_20251113.zip,127.80000001126157,34.47499988356906,127.82499998755033,34.49999989843407
34712004,토지피복지도/SG05_34712004_20251113.zip,127.82499994727254,34.47499990767548,127.85000002333149,34.49999994517419
34712012,토지피복지도/SG05_34712012_20251113.zip,127.77499997134571,34.4499998944944,127.80000004418082,34.47500021157351
34712013,토지피복지도/SG05_34712013_20251113.zip,127.79999999960023,34.44999993865743,127.82499996732518,34.475000534386226
34712022,토지피복지도/SG05_34712022_20251113.zip,127.77499998400684,34.42499989452336,127.80000000586725,34.45000018715993
34712023,토지피복지도/SG05_34712023_20251113.zip,127.79999998526895,34.424999869026635,127.82500002893568,34.450000574925724
34712032,토지피복지도/SG05_34712032_20251113.zip,127.77500000909826,34.39999986781365,127.80000005180003,34.425000538017635
34712033,토지피복지도/SG05_34712033_20251113.zip,127.800000001994,34.39999986781365,127.82500003109755,34.42500048691763
34712037,토지피복지도/SG05_34712037_20251113.zip,127.89955685146849,34.39995876009944,127.92560209430592,34.424976856651895
34713010,토지피복지도/SG05_34713010_20251113.zip,127.22499996019305,34.224999880551884,127.24999999422765,34.24999993053166
34713019,토지피복지도/SG05_34713019_20251113.zip,127.19999997160994,34.199999918337056,127.22499999080489,34.22499993178463
34713020,토지피복지도/SG05_34713020_20251113.zip,127.22499995628056,34.199999918337056,127.24999999422765,34.225000518366706
34714001,토지피복지도/SG05_34714001_20251113.zip,127.2499999720659,34.224999880551884,127.27499998015227,34.25000049297668
34714002,토지피복지도/SG05_34714002_20251113.zip,127.2749999667359,34.224999918179634,127.29999862193976,34.25000010351389
34714008,토지피복지도/SG05_34714008_20251113.zip,127.42499996879414,34.22499991520584,127.45000004855056,34.24999995507219
34714009,토지피복지도/SG05_34714009_20251113.zip,127.44999999872267,34.22499991520584,127.47499999713176,34.25000006016729
34714011,토지피복지도/SG05_34714011_20251113.zip,127.24999995577615,34.19999989637815,127.27500004595429,34.22500053244085
34714025,토지피복지도/SG05_34714025_20251113.zip,127.349999648548,34.174109106472166,127.3749996075881,34.19984620785359
34714035,토지피복지도/SG05_34714035_20251113.zip,127.349999648548,34.14971912848545,127.3749995506512,34.17421555529224
34714072,토지피복지도/SG05_34714072_20251113.zip,127.27499996882557,34.04999988316951,127.29999998237788,34.07499990613448
34714073,토지피복지도/SG05_34714073_20251113.zip,127.29999995383432,34.049999925752225,127.32499997436229,34.07500042090975
